store_id,department,date,weekly_sales,is_holiday
1,7,2022-04-30,70141.79,0
1,8,2022-04-30,41823.81,0
1,9,2022-04-30,82210.32,0
1,10,2022-04-30,121232.11,0
1,11,2022-04-30,21413.28,0
1,12,2022-04-30,90110.1,0
1,13,2022-04-30,74992.96,0
1,14,2022-04-30,25873.49,0
1,15,2022-04-30,168495.1,0
1,16,2022-04-30,58871.48,0
1,17,2022-04-30,113597.48,0
1,18,2022-04-30,82571.96,0
1,19,2022-04-30,66246.02,0
1,20,2022-04-30,116450.74,0
1,1,2022-05-07,72203.53,0
1,2,2022-05-07,85585.22,0
1,3,2022-05-07,74409.37,0
1,4,2022-05-07,66447.76,0
1,5,2022-05-07,97930.49,0
1,6,2022-05-07,71633.25,0
1,7,2022-05-07,130958.2,0
1,8,2022-05-07,78963.74,0
1,9,2022-05-07,54159.33,0
1,10,2022-05-07,74077.98,0
1,11,2022-05-07,83044.55,0
1,12,2022-05-07,55317.06,0
1,13,2022-05-07,38051.59,0
1,14,2022-05-07,82543.26,0
1,15,2022-05-07,161380.29,0
1,16,2022-05-07,58144.04,0
1,17,2022-05-07,78358.02,0
1,18,2022-05-07,151440.66,0
1,19,2022-05-07,31516.04,0
1,20,2022-05-07,172738.4,0
1,1,2022-05-14,75103.25,0
1,2,2022-05-14,62514.68,0
1,3,2022-05-14,30728.49,0
1,4,2022-05-14,19628.33,0
1,5,2022-05-14,36264.9,0
1,6,2022-05-14,100453.47,0
1,7,2022-05-14,125941.7,0
1,8,2022-05-14,106036.89,0
1,9,2022-05-14,82197.52,0
1,10,2022-05-14,143846.6,0
1,11,2022-05-14,131597.56,0
1,12,2022-05-14,110597.93,0
1,13,2022-05-14,19499.84,0
1,14,2022-05-14,59762.27,0
1,15,2022-05-14,65020.53,0
1,16,2022-05-14,73617.07,0
1,17,2022-05-14,83148.35,0
1,18,2022-05-14,183924.83,0
1,19,2022-05-14,152811.9,0
1,20,2022-05-14,147581.83,0
1,1,2022-05-21,47844.84,0
1,2,2022-05-21,41749.17,0
1,3,2022-05-21,21476.57,0
1,4,2022-05-21,58587.19,0
1,5,2022-05-21,33283.4,0
1,6,2022-05-21,56700.47,0
1,7,2022-05-21,30235.29,0
1,8,2022-05-21,55532.35,0
1,9,2022-05-21,17604.79,0
1,10,2022-05-21,13160.74,0
1,11,2022-05-21,137526.11,0
1,12,2022-05-21,108434.33,0
1,13,2022-05-21,103902.38,0
1,14,2022-05-21,95612.5,0
1,15,2022-05-21,133510.41,0
1,16,2022-05-21,139231.61,0
1,17,2022-05-21,178003.84,0
1,18,2022-05-21,59643.95,0
1,19,2022-05-21,160779.34,0
1,20,2022-05-21,204121.34,0
1,1,2022-05-28,10961.38,0
1,2,2022-05-28,45314.47,0
1,3,2022-05-28,54044.1,0
1,4,2022-05-28,98358.02,0
1,5,2022-05-28,11625.95,0
1,6,2022-05-28,81218.4,0
1,7,2022-05-28,120902.6,0
1,8,2022-05-28,30354.09,0
1,9,2022-05-28,27280.18,0
1,10,2022-05-28,150639.69,0
1,11,2022-05-28,131223.51,0
1,12,2022-05-28,116771.26,0
1,13,2022-05-28,74934.33,0
1,14,2022-05-28,149558.83,0
1,15,2022-05-28,165592.62,0
1,16,2022-05-28,138597.76,0
1,17,2022-05-28,84661.74,0
1,18,2022-05-28,120290.65,0
1,19,2022-05-28,34503.2,0
1,20,2022-05-28,46696.23,0
1,1,2022-06-04,80926.62,0
1,2,2022-06-04,11588.0,0
1,3,2022-06-04,14233.34,0
1,4,2022-06-04,64474.8,0
1,5,2022-06-04,29348.29,0
1,6,2022-06-04,45208.92,0
1,7,2022-06-04,60093.71,0
1,8,2022-06-04,78388.63,0
1,9,2022-06-04,49666.12,0
1,10,2022-06-04,79222.15,0
1,11,2022-06-04,65935.78,0
1,12,2022-06-04,25259.72,0
1,13,2022-06-04,146806.75,0
1,14,2022-06-04,58752.45,0
1,15,2022-06-04,114305.33,0
1,16,2022-06-04,111164.2,0
1,17,2022-06-04,50093.88,0
1,18,2022-06-04,21293.01,0
1,19,2022-06-04,173970.48,0
1,20,2022-06-04,110878.32,0
1,1,2022-06-11,46726.96,0
1,2,2022-06-11,83371.36,0
1,3,2022-06-11,12582.92,0
1,4,2022-06-11,92244.84,0
1,5,2022-06-11,56294.24,0
1,6,2022-06-11,75668.35,0
1,7,2022-06-11,103643.3,0
1,8,2022-06-11,81537.08,0
1,9,2022-06-11,20109.51,0
1,10,2022-06-11,113123.41,0
1,11,2022-06-11,125542.27,0
1,12,2022-06-11,81804.15,0
1,13,2022-06-11,81087.36,0
1,14,2022-06-11,54083.59,0
1,15,2022-06-11,119998.57,0
1,16,2022-06-11,163833.32,0
1,17,2022-06-11,129472.69,0
1,18,2022-06-11,153873.11,0
1,19,2022-06-11,170389.02,0
1,20,2022-06-11,59568.52,0
1,1,2022-06-18,45579.77,0
1,2,2022-06-18,51378.73,0
1,3,2022-06-18,66688.43,0
1,4,2022-06-18,14931.84,0
1,5,2022-06-18,76583.26,0
1,6,2022-06-18,20977.55,0
1,7,2022-06-18,110309.92,0
1,8,2022-06-18,134903.37,0
1,9,2022-06-18,50495.69,0
1,10,2022-06-18,82413.51,0
1,11,2022-06-18,130826.08,0
1,12,2022-06-18,59944.39,0
1,13,2022-06-18,37903.41,0
1,14,2022-06-18,131337.13,0
1,15,2022-06-18,128868.11,0
1,16,2022-06-18,111188.7,0
1,17,2022-06-18,179600.0,0
1,18,2022-06-18,186741.98,0
1,19,2022-06-18,174819.7,0
1,20,2022-06-18,72205.03,0
1,1,2022-06-25,29180.18,0
1,2,2022-06-25,90497.91,0
1,3,2022-06-25,76203.8,0
1,4,2022-06-25,52392.78,0
1,5,2022-06-25,56389.42,0
1,6,2022-06-25,111299.11,0
1,7,2022-06-25,31079.66,0
1,8,2022-06-25,132460.97,0
1,9,2022-06-25,96271.71,0
1,10,2022-06-25,121805.3,0
1,11,2022-06-25,65961.88,0
1,12,2022-06-25,100362.66,0
1,13,2022-06-25,128823.24,0
1,14,2022-06-25,83137.41,0
1,15,2022-06-25,94432.4,0
1,16,2022-06-25,113235.89,0
1,17,2022-06-25,26502.8,0
1,18,2022-06-25,170300.92,0
1,19,2022-06-25,175762.8,0
1,20,2022-06-25,70012.7,0
1,1,2022-07-02,122347.55,1
1,2,2022-07-02,68416.71,1
1,3,2022-07-02,64701.94,1
1,4,2022-07-02,67545.76,1
1,5,2022-07-02,44519.13,1
1,6,2022-07-02,119411.65,1
1,7,2022-07-02,32336.14,1
1,8,2022-07-02,89462.57,1
1,9,2022-07-02,108987.8,1
1,10,2022-07-02,103995.05,1
1,11,2022-07-02,95096.66,1
1,12,2022-07-02,181013.21,1
1,13,2022-07-02,78052.45,1
1,14,2022-07-02,96875.14,1
1,15,2022-07-02,69258.12,1
1,16,2022-07-02,41905.82,1
1,17,2022-07-02,255653.35,1
1,18,2022-07-02,222190.93,1
1,19,2022-07-02,51063.39,1
1,20,2022-07-02,33296.49,1
1,1,2022-07-09,68551.15,0
1,2,2022-07-09,50255.76,0
1,3,2022-07-09,67131.42,0
1,4,2022-07-09,44248.97,0
1,5,2022-07-09,19777.45,0
1,6,2022-07-09,61541.08,0
1,7,2022-07-09,78440.09,0
1,8,2022-07-09,137418.1,0
1,9,2022-07-09,58161.24,0
1,10,2022-07-09,106091.32,0
1,11,2022-07-09,130745.33,0
1,12,2022-07-09,63023.05,0
1,13,2022-07-09,156448.75,0
1,14,2022-07-09,67865.7,0
1,15,2022-07-09,173289.21,0
1,16,2022-07-09,15397.41,0
1,17,2022-07-09,125685.29,0
1,18,2022-07-09,157199.63,0
1,19,2022-07-09,67887.77,0
1,20,2022-07-09,38954.72,0
1,1,2022-07-16,10529.59,0
1,2,2022-07-16,16000.27,0
1,3,2022-07-16,65055.58,0
1,4,2022-07-16,100229.75,0
1,5,2022-07-16,17208.47,0
1,6,2022-07-16,23889.68,0
1,7,2022-07-16,11602.94,0
1,8,2022-07-16,47618.85,0
1,9,2022-07-16,134660.63,0
1,10,2022-07-16,50549.65,0
1,11,2022-07-16,75992.62,0
1,12,2022-07-16,39798.28,0
1,13,2022-07-16,31533.15,0
1,14,2022-07-16,43056.87,0
1,15,2022-07-16,49019.46,0
1,16,2022-07-16,37014.47,0
1,17,2022-07-16,153033.27,0
1,18,2022-07-16,101282.33,0
1,19,2022-07-16,115646.52,0
1,20,2022-07-16,87629.48,0
1,1,2022-07-23,27823.3,0
1,2,2022-07-23,17907.86,0
1,3,2022-07-23,16984.17,0
1,4,2022-07-23,29611.98,0
1,5,2022-07-23,106172.41,0
1,6,2022-07-23,36096.72,0
1,7,2022-07-23,54673.3,0
1,8,2022-07-23,84863.22,0
1,9,2022-07-23,80037.86,0
1,10,2022-07-23,104438.27,0
1,11,2022-07-23,40643.82,0
1,12,2022-07-23,91032.06,0
1,13,2022-07-23,131549.65,0
1,14,2022-07-23,75585.03,0
1,15,2022-07-23,173631.25,0
1,16,2022-07-23,112539.05,0
1,17,2022-07-23,132749.63,0
1,18,2022-07-23,98035.11,0
1,19,2022-07-23,174139.56,0
1,20,2022-07-23,102148.06,0
1,1,2022-07-30,95702.81,0
1,2,2022-07-30,38807.84,0
1,3,2022-07-30,98274.31,0
1,4,2022-07-30,78655.0,0
1,5,2022-07-30,100393.87,0
1,6,2022-07-30,14975.86,0
1,7,2022-07-30,45123.65,0
1,8,2022-07-30,120037.23,0
1,9,2022-07-30,54304.14,0
1,10,2022-07-30,110917.47,0
1,11,2022-07-30,155061.38,0
1,12,2022-07-30,39532.73,0
1,13,2022-07-30,77784.49,0
1,14,2022-07-30,40318.44,0
1,15,2022-07-30,39831.21,0
1,16,2022-07-30,121833.82,0
1,17,2022-07-30,48740.08,0
1,18,2022-07-30,102249.51,0
1,19,2022-07-30,196223.42,0
1,20,2022-07-30,79783.88,0
1,1,2022-08-06,89332.72,0
1,2,2022-08-06,47504.35,0
1,3,2022-08-06,36222.6,0
1,4,2022-08-06,45927.91,0
1,5,2022-08-06,24505.54,0
1,6,2022-08-06,90709.31,0
1,7,2022-08-06,73664.29,0
1,8,2022-08-06,90130.31,0
1,9,2022-08-06,52272.82,0
1,10,2022-08-06,102728.97,0
1,11,2022-08-06,36382.47,0
1,12,2022-08-06,110098.41,0
1,13,2022-08-06,26137.28,0
1,14,2022-08-06,77609.58,0
1,15,2022-08-06,114367.48,0
1,16,2022-08-06,159333.67,0
1,17,2022-08-06,156658.48,0
1,18,2022-08-06,110171.07,0
1,19,2022-08-06,178832.49,0
1,20,2022-08-06,112430.22,0
1,1,2022-08-13,56256.44,0
1,2,2022-08-13,79226.68,0
1,3,2022-08-13,99505.45,0
1,4,2022-08-13,74699.19,0
1,5,2022-08-13,116799.49,0
1,6,2022-08-13,37991.09,0
1,7,2022-08-13,124810.48,0
1,8,2022-08-13,39845.63,0
1,9,2022-08-13,82037.38,0
1,10,2022-08-13,122451.92,0
1,11,2022-08-13,127728.09,0
1,12,2022-08-13,54526.22,0
1,13,2022-08-13,165040.66,0
1,14,2022-08-13,26914.15,0
1,15,2022-08-13,20274.64,0
1,16,2022-08-13,157007.49,0
1,17,2022-08-13,157806.04,0
1,18,2022-08-13,143410.11,0
1,19,2022-08-13,172838.18,0
1,20,2022-08-13,42829.99,0
1,1,2022-08-20,17147.3,0
1,2,2022-08-20,103576.92,0
1,3,2022-08-20,73412.5,0
1,4,2022-08-20,108941.03,0
1,5,2022-08-20,112532.57,0
1,6,2022-08-20,87657.07,0
1,7,2022-08-20,88376.07,0
1,8,2022-08-20,57577.43,0
1,9,2022-08-20,31749.94,0
1,10,2022-08-20,107313.61,0
1,11,2022-08-20,130062.18,0
1,12,2022-08-20,94086.69,0
1,13,2022-08-20,21490.21,0
1,14,2022-08-20,37113.55,0
1,15,2022-08-20,31268.13,0
1,16,2022-08-20,126015.93,0
1,17,2022-08-20,113628.34,0
1,18,2022-08-20,99360.72,0
1,19,2022-08-20,116315.73,0
1,20,2022-08-20,68980.47,0
1,1,2022-08-27,82939.23,0
1,2,2022-08-27,40868.08,0
1,3,2022-08-27,75477.26,0
1,4,2022-08-27,51825.73,0
1,5,2022-08-27,18229.82,0
1,6,2022-08-27,40868.55,0
1,7,2022-08-27,129833.95,0
1,8,2022-08-27,35855.99,0
1,9,2022-08-27,25861.42,0
1,10,2022-08-27,52605.99,0
1,11,2022-08-27,138675.73,0
1,12,2022-08-27,58663.5,0
1,13,2022-08-27,77759.04,0
1,14,2022-08-27,63305.64,0
1,15,2022-08-27,176426.22,0
1,16,2022-08-27,183721.9,0
1,17,2022-08-27,99376.3,0
1,18,2022-08-27,156287.49,0
1,19,2022-08-27,56854.06,0
1,20,2022-08-27,87562.32,0
1,1,2022-09-03,96060.11,1
1,2,2022-09-03,125745.02,1
1,3,2022-09-03,123256.38,1
1,4,2022-09-03,29923.0,1
1,5,2022-09-03,82530.31,1
1,6,2022-09-03,80638.05,1
1,7,2022-09-03,193681.12,1
1,8,2022-09-03,49375.81,1
1,9,2022-09-03,214089.37,1
1,10,2022-09-03,54571.05,1
1,11,2022-09-03,124842.34,1
1,12,2022-09-03,67479.59,1
1,13,2022-09-03,206620.3,1
1,14,2022-09-03,220830.15,1
1,15,2022-09-03,75968.37,1
1,16,2022-09-03,181930.54,1
1,17,2022-09-03,270491.06,1
1,18,2022-09-03,185308.65,1
1,19,2022-09-03,128411.68,1
1,20,2022-09-03,175897.49,1
1,1,2022-09-10,47056.3,0
1,2,2022-09-10,16603.49,0
1,3,2022-09-10,125221.31,0
1,4,2022-09-10,50955.14,0
1,5,2022-09-10,106350.27,0
1,6,2022-09-10,105465.17,0
1,7,2022-09-10,74392.22,0
1,8,2022-09-10,150704.81,0
1,9,2022-09-10,140963.88,0
1,10,2022-09-10,178630.65,0
1,11,2022-09-10,146602.53,0
1,12,2022-09-10,60195.44,0
1,13,2022-09-10,66044.2,0
1,14,2022-09-10,155623.93,0
1,15,2022-09-10,89881.71,0
1,16,2022-09-10,110194.13,0
1,17,2022-09-10,68965.72,0
1,18,2022-09-10,169172.88,0
1,19,2022-09-10,108654.13,0
1,20,2022-09-10,178783.6,0
1,1,2022-09-17,59680.88,0
1,2,2022-09-17,31438.0,0
1,3,2022-09-17,12257.2,0
1,4,2022-09-17,131512.82,0
1,5,2022-09-17,57335.66,0
1,6,2022-09-17,137934.8,0
1,7,2022-09-17,19844.54,0
1,8,2022-09-17,105512.93,0
1,9,2022-09-17,123630.04,0
1,10,2022-09-17,40392.0,0
1,11,2022-09-17,142176.65,0
1,12,2022-09-17,134984.7,0
1,13,2022-09-17,93227.15,0
1,14,2022-09-17,104822.55,0
1,15,2022-09-17,124857.47,0
1,16,2022-09-17,88286.74,0
1,17,2022-09-17,186305.36,0
1,18,2022-09-17,119112.93,0
1,19,2022-09-17,160686.1,0
1,20,2022-09-17,163973.76,0
1,1,2022-09-24,93606.7,0
1,2,2022-09-24,55115.18,0
1,3,2022-09-24,118751.77,0
1,4,2022-09-24,44391.62,0
1,5,2022-09-24,105647.86,0
1,6,2022-09-24,147067.03,0
1,7,2022-09-24,28842.75,0
1,8,2022-09-24,118580.59,0
1,9,2022-09-24,151446.93,0
1,10,2022-09-24,155879.39,0
1,11,2022-09-24,111627.27,0
1,12,2022-09-24,82565.05,0
1,13,2022-09-24,91324.59,0
1,14,2022-09-24,68217.76,0
1,15,2022-09-24,108880.75,0
