storeid,storelabel,store_type,storesize,sizecategory,deptid,deptlabel,date,year,quarter,month,monthname,week,isholiday,ca_semaine,total_markdown,has_markdown,markdown1,markdown2,markdown3,markdown4,markdown5
1,Store_01,A,213810,Large,5,Dept_05,2022-01-08,2022,1,1,January,1,0,79834.36,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,6,Dept_06,2022-01-08,2022,1,1,January,1,0,141783.95,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,7,Dept_07,2022-01-08,2022,1,1,January,1,0,61825.05,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,8,Dept_08,2022-01-08,2022,1,1,January,1,0,149223.88,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,9,Dept_09,2022-01-08,2022,1,1,January,1,0,58617.76,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,10,Dept_10,2022-01-08,2022,1,1,January,1,0,29028.88,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,11,Dept_11,2022-01-08,2022,1,1,January,1,0,99586.49,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,12,Dept_12,2022-01-08,2022,1,1,January,1,0,128878.91,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,13,Dept_13,2022-01-08,2022,1,1,January,1,0,33039.42,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,14,Dept_14,2022-01-08,2022,1,1,January,1,0,126498.57,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,15,Dept_15,2022-01-08,2022,1,1,January,1,0,77481.65,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,16,Dept_16,2022-01-08,2022,1,1,January,1,0,27700.62,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,17,Dept_17,2022-01-08,2022,1,1,January,1,0,108142.29,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,18,Dept_18,2022-01-08,2022,1,1,January,1,0,173172.47,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,19,Dept_19,2022-01-08,2022,1,1,January,1,0,192697.21,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,20,Dept_20,2022-01-08,2022,1,1,January,1,0,125160.56,8695.369999999999,1,1356.75,2486.21,1427.01,983.27,2442.13
1,Store_01,A,213810,Large,1,Dept_01,2022-01-15,2022,1,1,January,2,0,14847.56,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,2,Dept_02,2022-01-15,2022,1,1,January,2,0,59062.04,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,3,Dept_03,2022-01-15,2022,1,1,January,2,0,42031.78,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,4,Dept_04,2022-01-15,2022,1,1,January,2,0,59460.16,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,5,Dept_05,2022-01-15,2022,1,1,January,2,0,70838.58,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,6,Dept_06,2022-01-15,2022,1,1,January,2,0,156172.11,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,7,Dept_07,2022-01-15,2022,1,1,January,2,0,36228.49,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,8,Dept_08,2022-01-15,2022,1,1,January,2,0,85576.78,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,9,Dept_09,2022-01-15,2022,1,1,January,2,0,68995.36,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,10,Dept_10,2022-01-15,2022,1,1,January,2,0,103601.96,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,11,Dept_11,2022-01-15,2022,1,1,January,2,0,102012.37,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,12,Dept_12,2022-01-15,2022,1,1,January,2,0,48297.97,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,13,Dept_13,2022-01-15,2022,1,1,January,2,0,30783.76,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,14,Dept_14,2022-01-15,2022,1,1,January,2,0,144517.29,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,15,Dept_15,2022-01-15,2022,1,1,January,2,0,141462.89,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,16,Dept_16,2022-01-15,2022,1,1,January,2,0,82885.25,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,17,Dept_17,2022-01-15,2022,1,1,January,2,0,181046.29,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,18,Dept_18,2022-01-15,2022,1,1,January,2,0,114657.41,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,19,Dept_19,2022-01-15,2022,1,1,January,2,0,217133.86,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,20,Dept_20,2022-01-15,2022,1,1,January,2,0,175490.21,10514.43,1,3861.22,596.15,22.09,2854.11,3180.86
1,Store_01,A,213810,Large,1,Dept_01,2022-01-22,2022,1,1,January,3,0,45254.57,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,2,Dept_02,2022-01-22,2022,1,1,January,3,0,92061.7,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,3,Dept_03,2022-01-22,2022,1,1,January,3,0,77479.42,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,4,Dept_04,2022-01-22,2022,1,1,January,3,0,80873.81,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,5,Dept_05,2022-01-22,2022,1,1,January,3,0,122319.72,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,6,Dept_06,2022-01-22,2022,1,1,January,3,0,39072.18,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,7,Dept_07,2022-01-22,2022,1,1,January,3,0,39692.33,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,8,Dept_08,2022-01-22,2022,1,1,January,3,0,35813.47,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,9,Dept_09,2022-01-22,2022,1,1,January,3,0,141179.76,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,10,Dept_10,2022-01-22,2022,1,1,January,3,0,137150.67,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,11,Dept_11,2022-01-22,2022,1,1,January,3,0,99104.2,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,12,Dept_12,2022-01-22,2022,1,1,January,3,0,96995.4,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,13,Dept_13,2022-01-22,2022,1,1,January,3,0,178580.04,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,14,Dept_14,2022-01-22,2022,1,1,January,3,0,197307.34,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,15,Dept_15,2022-01-22,2022,1,1,January,3,0,177368.81,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,16,Dept_16,2022-01-22,2022,1,1,January,3,0,221642.52,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,17,Dept_17,2022-01-22,2022,1,1,January,3,0,91152.25,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,18,Dept_18,2022-01-22,2022,1,1,January,3,0,180456.39,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,19,Dept_19,2022-01-22,2022,1,1,January,3,0,18487.12,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,20,Dept_20,2022-01-22,2022,1,1,January,3,0,163783.68,7106.000000000001,1,579.35,2589.31,2493.19,1158.14,286.01
1,Store_01,A,213810,Large,1,Dept_01,2022-01-29,2022,1,1,January,4,0,15166.69,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,2,Dept_02,2022-01-29,2022,1,1,January,4,0,103783.48,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,3,Dept_03,2022-01-29,2022,1,1,January,4,0,87758.24,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,4,Dept_04,2022-01-29,2022,1,1,January,4,0,46863.66,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,5,Dept_05,2022-01-29,2022,1,1,January,4,0,57870.03,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,6,Dept_06,2022-01-29,2022,1,1,January,4,0,78543.76,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,7,Dept_07,2022-01-29,2022,1,1,January,4,0,112263.75,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,8,Dept_08,2022-01-29,2022,1,1,January,4,0,117091.06,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,9,Dept_09,2022-01-29,2022,1,1,January,4,0,70219.86,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,10,Dept_10,2022-01-29,2022,1,1,January,4,0,37674.5,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,11,Dept_11,2022-01-29,2022,1,1,January,4,0,32119.48,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,12,Dept_12,2022-01-29,2022,1,1,January,4,0,69251.33,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,13,Dept_13,2022-01-29,2022,1,1,January,4,0,64688.44,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,14,Dept_14,2022-01-29,2022,1,1,January,4,0,149561.73,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,15,Dept_15,2022-01-29,2022,1,1,January,4,0,58943.36,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,16,Dept_16,2022-01-29,2022,1,1,January,4,0,17233.0,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,17,Dept_17,2022-01-29,2022,1,1,January,4,0,160688.13,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,18,Dept_18,2022-01-29,2022,1,1,January,4,0,60265.47,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,19,Dept_19,2022-01-29,2022,1,1,January,4,0,119957.95,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,20,Dept_20,2022-01-29,2022,1,1,January,4,0,37076.43,12250.970000000001,1,4436.06,1416.64,478.38,2496.36,3423.53
1,Store_01,A,213810,Large,1,Dept_01,2022-02-05,2022,1,2,February,5,0,15601.13,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,2,Dept_02,2022-02-05,2022,1,2,February,5,0,87547.91,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,3,Dept_03,2022-02-05,2022,1,2,February,5,0,123507.51,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,4,Dept_04,2022-02-05,2022,1,2,February,5,0,60449.78,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,5,Dept_05,2022-02-05,2022,1,2,February,5,0,18133.92,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,6,Dept_06,2022-02-05,2022,1,2,February,5,0,36944.94,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,7,Dept_07,2022-02-05,2022,1,2,February,5,0,12909.94,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,8,Dept_08,2022-02-05,2022,1,2,February,5,0,50170.22,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,9,Dept_09,2022-02-05,2022,1,2,February,5,0,139594.76,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,10,Dept_10,2022-02-05,2022,1,2,February,5,0,137808.28,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,11,Dept_11,2022-02-05,2022,1,2,February,5,0,167951.82,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,12,Dept_12,2022-02-05,2022,1,2,February,5,0,39354.48,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,13,Dept_13,2022-02-05,2022,1,2,February,5,0,102241.74,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,14,Dept_14,2022-02-05,2022,1,2,February,5,0,147584.32,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,15,Dept_15,2022-02-05,2022,1,2,February,5,0,128784.15,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,16,Dept_16,2022-02-05,2022,1,2,February,5,0,202948.66,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,17,Dept_17,2022-02-05,2022,1,2,February,5,0,135908.84,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,18,Dept_18,2022-02-05,2022,1,2,February,5,0,128066.54,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,19,Dept_19,2022-02-05,2022,1,2,February,5,0,49162.31,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,20,Dept_20,2022-02-05,2022,1,2,February,5,0,56916.15,5619.39,1,2137.71,76.26,431.57,110.0,2863.85
1,Store_01,A,213810,Large,1,Dept_01,2022-02-12,2022,1,2,February,6,0,52743.22,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,2,Dept_02,2022-02-12,2022,1,2,February,6,0,23877.18,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,3,Dept_03,2022-02-12,2022,1,2,February,6,0,56442.51,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,4,Dept_04,2022-02-12,2022,1,2,February,6,0,58455.84,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,5,Dept_05,2022-02-12,2022,1,2,February,6,0,43998.57,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,6,Dept_06,2022-02-12,2022,1,2,February,6,0,48644.46,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,7,Dept_07,2022-02-12,2022,1,2,February,6,0,40209.86,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,8,Dept_08,2022-02-12,2022,1,2,February,6,0,35608.26,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,9,Dept_09,2022-02-12,2022,1,2,February,6,0,57830.55,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,10,Dept_10,2022-02-12,2022,1,2,February,6,0,115545.27,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,11,Dept_11,2022-02-12,2022,1,2,February,6,0,90016.47,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,12,Dept_12,2022-02-12,2022,1,2,February,6,0,55026.42,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,13,Dept_13,2022-02-12,2022,1,2,February,6,0,132060.87,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,14,Dept_14,2022-02-12,2022,1,2,February,6,0,109870.87,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,15,Dept_15,2022-02-12,2022,1,2,February,6,0,108646.38,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,16,Dept_16,2022-02-12,2022,1,2,February,6,0,168248.27,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,17,Dept_17,2022-02-12,2022,1,2,February,6,0,176798.98,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,18,Dept_18,2022-02-12,2022,1,2,February,6,0,38770.41,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,19,Dept_19,2022-02-12,2022,1,2,February,6,0,53358.39,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,20,Dept_20,2022-02-12,2022,1,2,February,6,0,103642.33,6807.06,1,2051.91,2266.65,915.19,269.43,1303.88
1,Store_01,A,213810,Large,1,Dept_01,2022-02-19,2022,1,2,February,7,0,38995.95,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,2,Dept_02,2022-02-19,2022,1,2,February,7,0,98939.82,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,3,Dept_03,2022-02-19,2022,1,2,February,7,0,32424.39,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,4,Dept_04,2022-02-19,2022,1,2,February,7,0,46104.48,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,5,Dept_05,2022-02-19,2022,1,2,February,7,0,114992.01,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,6,Dept_06,2022-02-19,2022,1,2,February,7,0,38131.71,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,7,Dept_07,2022-02-19,2022,1,2,February,7,0,60202.21,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,8,Dept_08,2022-02-19,2022,1,2,February,7,0,25480.76,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,9,Dept_09,2022-02-19,2022,1,2,February,7,0,75169.79,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,10,Dept_10,2022-02-19,2022,1,2,February,7,0,123014.73,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,11,Dept_11,2022-02-19,2022,1,2,February,7,0,137562.86,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,12,Dept_12,2022-02-19,2022,1,2,February,7,0,93134.37,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,13,Dept_13,2022-02-19,2022,1,2,February,7,0,69301.94,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,14,Dept_14,2022-02-19,2022,1,2,February,7,0,161926.77,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,15,Dept_15,2022-02-19,2022,1,2,February,7,0,103754.83,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,16,Dept_16,2022-02-19,2022,1,2,February,7,0,67013.9,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,17,Dept_17,2022-02-19,2022,1,2,February,7,0,136329.14,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,18,Dept_18,2022-02-19,2022,1,2,February,7,0,72491.54,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,19,Dept_19,2022-02-19,2022,1,2,February,7,0,67037.45,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,20,Dept_20,2022-02-19,2022,1,2,February,7,0,184565.18,13065.599999999999,1,4357.3,2411.02,746.28,3123.96,2427.04
1,Store_01,A,213810,Large,1,Dept_01,2022-02-26,2022,1,2,February,8,0,62899.98,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,2,Dept_02,2022-02-26,2022,1,2,February,8,0,101663.97,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,3,Dept_03,2022-02-26,2022,1,2,February,8,0,49921.08,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,4,Dept_04,2022-02-26,2022,1,2,February,8,0,117572.08,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,5,Dept_05,2022-02-26,2022,1,2,February,8,0,105611.8,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,6,Dept_06,2022-02-26,2022,1,2,February,8,0,106097.89,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,7,Dept_07,2022-02-26,2022,1,2,February,8,0,108433.74,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,8,Dept_08,2022-02-26,2022,1,2,February,8,0,132254.0,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,9,Dept_09,2022-02-26,2022,1,2,February,8,0,121891.86,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,10,Dept_10,2022-02-26,2022,1,2,February,8,0,165866.46,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,11,Dept_11,2022-02-26,2022,1,2,February,8,0,106353.92,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
1,Store_01,A,213810,Large,12,Dept_12,2022-02-26,2022,1,2,February,8,0,121020.97,8736.9,1,1139.68,1281.32,3272.06,3012.56,31.28
